 -1.0000000e+00  2.4666542e-03
 -9.9799800e-01  1.0301148e+02
 -9.9599600e-01  1.8456022e+02
 -9.9399399e-01  2.4763577e+02
 -9.9199199e-01  2.9489282e+02
 -9.8998999e-01  3.2868496e+02
 -9.8798799e-01  3.5109354e+02
 -9.8598599e-01  3.6395407e+02
 -9.8398398e-01  3.6888040e+02
 -9.8198198e-01  3.6728686e+02
 -9.7997998e-01  3.6040848e+02
 -9.7797798e-01  3.4931950e+02
 -9.7597598e-01  3.3495019e+02
 -9.7397397e-01  3.1810220e+02
 -9.7197197e-01  2.9946255e+02
 -9.6996997e-01  2.7961629e+02
 -9.6796797e-01  2.5905807e+02
 -9.6596597e-01  2.3820252e+02
 -9.6396396e-01  2.1739370e+02
 -9.6196196e-01  1.9691369e+02
 -9.5995996e-01  1.7699020e+02
 -9.5795796e-01  1.5780357e+02
 -9.5595596e-01  1.3949295e+02
 -9.5395395e-01  1.2216189e+02
 -9.5195195e-01  1.0588335e+02
 -9.4994995e-01  9.0704161e+01
 -9.4794795e-01  7.6648973e+01
 -9.4594595e-01  6.3723811e+01
 -9.4394394e-01  5.1919189e+01
 -9.4194194e-01  4.1212874e+01
 -9.3993994e-01  3.1572316e+01
 -9.3793794e-01  2.2956773e+01
 -9.3593594e-01  1.5319178e+01
 -9.3393393e-01  8.6077490e+00
 -9.3193193e-01  2.7673861e+00
 -9.2992993e-01 -2.2591258e+00
 -9.2792793e-01 -6.5300956e+00
 -9.2592593e-01 -1.0104058e+01
 -9.2392392e-01 -1.3039047e+01
 -9.2192192e-01 -1.5391993e+01
 -9.1991992e-01 -1.7218234e+01
 -9.1791792e-01 -1.8571115e+01
 -9.1591592e-01 -1.9501681e+01
 -9.1391391e-01 -2.0058443e+01
 -9.1191191e-01 -2.0287208e+01
 -9.0990991e-01 -2.0230962e+01
 -9.0790791e-01 -1.9929808e+01
 -9.0590591e-01 -1.9420943e+01
 -9.0390390e-01 -1.8738669e+01
 -9.0190190e-01 -1.7914431e+01
 -8.9989990e-01 -1.6976889e+01
