 -1.0000000e+00  2.4492936e-16
 -9.3103448e-01  4.1988910e-01
 -8.6206897e-01  7.6216206e-01
 -7.9310345e-01  9.6354999e-01
 -7.2413793e-01  9.8682652e-01
 -6.5517241e-01  8.2768900e-01
 -5.8620690e-01  5.1555386e-01
 -5.1724138e-01  1.0811902e-01
 -4.4827586e-01 -3.1930153e-01
 -3.7931034e-01 -6.8769946e-01
 -3.1034483e-01 -9.2897672e-01
 -2.4137931e-01 -9.9853341e-01
 -1.7241379e-01 -8.8351204e-01
 -1.0344828e-01 -6.0517422e-01
 -3.4482759e-02 -2.1497044e-01
  3.4482759e-02  2.1497044e-01
  1.0344828e-01  6.0517422e-01
  1.7241379e-01  8.8351204e-01
  2.4137931e-01  9.9853341e-01
  3.1034483e-01  9.2897672e-01
  3.7931034e-01  6.8769946e-01
  4.4827586e-01  3.1930153e-01
  5.1724138e-01 -1.0811902e-01
  5.8620690e-01 -5.1555386e-01
  6.5517241e-01 -8.2768900e-01
  7.2413793e-01 -9.8682652e-01
  7.9310345e-01 -9.6354999e-01
  8.6206897e-01 -7.6216206e-01
  9.3103448e-01 -4.1988910e-01
  1.0000000e+00 -2.4492936e-16
