 -1.0000000e+00  2.4492936e-16
 -9.9799800e-01  1.9005654e-02
 -9.9599600e-01  3.7671101e-02
 -9.9399399e-01  5.6005249e-02
 -9.9199199e-01  7.4016753e-02
 -9.8998999e-01  9.1714017e-02
 -9.8798799e-01  1.0910521e-01
 -9.8598599e-01  1.2619824e-01
 -9.8398398e-01  1.4300081e-01
 -9.8198198e-01  1.5952038e-01
 -9.7997998e-01  1.7576417e-01
 -9.7797798e-01  1.9173921e-01
 -9.7597598e-01  2.0745228e-01
 -9.7397397e-01  2.2290997e-01
 -9.7197197e-01  2.3811865e-01
 -9.6996997e-01  2.5308450e-01
 -9.6796797e-01  2.6781348e-01
 -9.6596597e-01  2.8231136e-01
 -9.6396396e-01  2.9658375e-01
 -9.6196196e-01  3.1063601e-01
 -9.5995996e-01  3.2447338e-01
 -9.5795796e-01  3.3810087e-01
 -9.5595596e-01  3.5152335e-01
 -9.5395395e-01  3.6474549e-01
 -9.5195195e-01  3.7777180e-01
 -9.4994995e-01  3.9060664e-01
 -9.4794795e-01  4.0325420e-01
 -9.4594595e-01  4.1571849e-01
 -9.4394394e-01  4.2800341e-01
 -9.4194194e-01  4.4011265e-01
 -9.3993994e-01  4.5204982e-01
 -9.3793794e-01  4.6381833e-01
 -9.3593594e-01  4.7542147e-01
 -9.3393393e-01  4.8686241e-01
 -9.3193193e-01  4.9814416e-01
 -9.2992993e-01  5.0926961e-01
 -9.2792793e-01  5.2024153e-01
 -9.2592593e-01  5.3106254e-01
 -9.2392392e-01  5.4173516e-01
 -9.2192192e-01  5.5226179e-01
 -9.1991992e-01  5.6264472e-01
 -9.1791792e-01  5.7288610e-01
 -9.1591592e-01  5.8298800e-01
 -9.1391391e-01  5.9295238e-01
 -9.1191191e-01  6.0278107e-01
 -9.0990991e-01  6.1247583e-01
 -9.0790791e-01  6.2203831e-01
 -9.0590591e-01  6.3147005e-01
 -9.0390390e-01  6.4077253e-01
 -9.0190190e-01  6.4994710e-01
 -8.9989990e-01  6.5899506e-01
 -8.9789790e-01  6.6791759e-01
 -8.9589590e-01  6.7671582e-01
 -8.9389389e-01  6.8539078e-01
 -8.9189189e-01  6.9394342e-01
 -8.8988989e-01  7.0237463e-01
 -8.8788789e-01  7.1068521e-01
 -8.8588589e-01  7.1887591e-01
 -8.8388388e-01  7.2694738e-01
 -8.8188188e-01  7.3490024e-01
 -8.7987988e-01  7.4273503e-01
 -8.7787788e-01  7.5045221e-01
 -8.7587588e-01  7.5805221e-01
 -8.7387387e-01  7.6553539e-01
 -8.7187187e-01  7.7290206e-01
 -8.6986987e-01  7.8015246e-01
 -8.6786787e-01  7.8728680e-01
