 -1.0000000e+00  0.0000000e+00
 -9.9799800e-01  6.4270357e-03
 -9.9599600e-01  1.2515855e-02
 -9.9399399e-01  1.8277356e-02
 -9.9199199e-01  2.3722182e-02
 -9.8998999e-01  2.8860727e-02
 -9.8798799e-01  3.3703141e-02
 -9.8598599e-01  3.8259333e-02
 -9.8398398e-01  4.2538975e-02
 -9.8198198e-01  4.6551507e-02
 -9.7997998e-01  5.0306143e-02
 -9.7797798e-01  5.3811870e-02
 -9.7597598e-01  5.7077456e-02
 -9.7397397e-01  6.0111455e-02
 -9.7197197e-01  6.2922206e-02
 -9.6996997e-01  6.5517842e-02
 -9.6796797e-01  6.7906290e-02
 -9.6596597e-01  7.0095279e-02
 -9.6396396e-01  7.2092337e-02
 -9.6196196e-01  7.3904803e-02
 -9.5995996e-01  7.5539823e-02
 -9.5795796e-01  7.7004360e-02
 -9.5595596e-01  7.8305192e-02
 -9.5395395e-01  7.9448919e-02
 -9.5195195e-01  8.0441966e-02
 -9.4994995e-01  8.1290584e-02
 -9.4794795e-01  8.2000856e-02
 -9.4594595e-01  8.2578700e-02
 -9.4394394e-01  8.3029872e-02
 -9.4194194e-01  8.3359966e-02
 -9.3993994e-01  8.3574423e-02
 -9.3793794e-01  8.3678529e-02
 -9.3593594e-01  8.3677422e-02
 -9.3393393e-01  8.3576091e-02
 -9.3193193e-01  8.3379383e-02
 -9.2992993e-01  8.3092002e-02
 -9.2792793e-01  8.2718516e-02
 -9.2592593e-01  8.2263357e-02
 -9.2392392e-01  8.1730823e-02
 -9.2192192e-01  8.1125085e-02
 -9.1991992e-01  8.0450184e-02
 -9.1791792e-01  7.9710040e-02
 -9.1591592e-01  7.8908449e-02
 -9.1391391e-01  7.8049088e-02
 -9.1191191e-01  7.7135519e-02
 -9.0990991e-01  7.6171188e-02
 -9.0790791e-01  7.5159431e-02
 -9.0590591e-01  7.4103476e-02
 -9.0390390e-01  7.3006441e-02
 -9.0190190e-01  7.1871342e-02
 -8.9989990e-01  7.0701092e-02
 -8.9789790e-01  6.9498507e-02
 -8.9589590e-01  6.8266302e-02
 -8.9389389e-01  6.7007099e-02
 -8.9189189e-01  6.5723426e-02
 -8.8988989e-01  6.4417721e-02
 -8.8788789e-01  6.3092333e-02
 -8.8588589e-01  6.1749524e-02
 -8.8388388e-01  6.0391471e-02
 -8.8188188e-01  5.9020270e-02
 -8.7987988e-01  5.7637936e-02
 -8.7787788e-01  5.6246404e-02
 -8.7587588e-01  5.4847533e-02
 -8.7387387e-01  5.3443109e-02
 -8.7187187e-01  5.2034841e-02
 -8.6986987e-01  5.0624372e-02
 -8.6786787e-01  4.9213271e-02
 -8.6586587e-01  4.7803041e-02
 -8.6386386e-01  4.6395121e-02
 -8.6186186e-01  4.4990884e-02
 -8.5985986e-01  4.3591640e-02
 -8.5785786e-01  4.2198640e-02
 -8.5585586e-01  4.0813074e-02
 -8.5385385e-01  3.9436075e-02
 -8.5185185e-01  3.8068720e-02
 -8.4984985e-01  3.6712032e-02
 -8.4784785e-01  3.5366980e-02
 -8.4584585e-01  3.4034482e-02
 -8.4384384e-01  3.2715405e-02
 -8.4184184e-01  3.1410568e-02
 -8.3983984e-01  3.0120743e-02
 -8.3783784e-01  2.8846656e-02
 -8.3583584e-01  2.7588986e-02
 -8.3383383e-01  2.6348373e-02
 -8.3183183e-01  2.5125411e-02
 -8.2982983e-01  2.3920655e-02
 -8.2782783e-01  2.2734621e-02
 -8.2582583e-01  2.1567785e-02
 -8.2382382e-01  2.0420588e-02
 -8.2182182e-01  1.9293434e-02
 -8.1981982e-01  1.8186690e-02
 -8.1781782e-01  1.7100694e-02
 -8.1581582e-01  1.6035748e-02
 -8.1381381e-01  1.4992123e-02
 -8.1181181e-01  1.3970060e-02
 -8.0980981e-01  1.2969772e-02
 -8.0780781e-01  1.1991440e-02
 -8.0580581e-01  1.1035222e-02
 -8.0380380e-01  1.0101245e-02
 -8.0180180e-01  9.1896153e-03
 -7.9979980e-01  8.3004107e-03
 -7.9779780e-01  7.4336873e-03
 -7.9579580e-01  6.5894781e-03
 -7.9379379e-01  5.7677941e-03
 -7.9179179e-01  4.9686255e-03
 -7.8978979e-01  4.1919421e-03
 -7.8778779e-01  3.4376944e-03
 -7.8578579e-01  2.7058143e-03
 -7.8378378e-01  1.9962158e-03
 -7.8178178e-01  1.3087960e-03
 -7.7977978e-01  6.4343572e-04
 -7.7777778e-01  1.7763568e-15
 -7.7577578e-01  6.2166085e-04
 -7.7377377e-01  1.2217107e-03
 -7.7177177e-01  1.8003271e-03
 -7.6976977e-01  2.3577003e-03
 -7.6776777e-01  2.8940327e-03
 -7.6576577e-01  3.4095385e-03
 -7.6376376e-01  3.9044428e-03
 -7.6176176e-01  4.3789810e-03
 -7.5975976e-01  4.8333984e-03
 -7.5775776e-01  5.2679496e-03
 -7.5575576e-01  5.6828979e-03
 -7.5375375e-01  6.0785145e-03
 -7.5175175e-01  6.4550786e-03
 -7.4974975e-01  6.8128763e-03
 -7.4774775e-01  7.1522006e-03
 -7.4574575e-01  7.4733503e-03
 -7.4374374e-01  7.7766302e-03
 -7.4174174e-01  8.0623504e-03
 -7.3973974e-01  8.3308255e-03
 -7.3773774e-01  8.5823747e-03
 -7.3573574e-01  8.8173211e-03
 -7.3373373e-01  9.0359915e-03
 -7.3173173e-01  9.2387158e-03
 -7.2972973e-01  9.4258266e-03
 -7.2772773e-01  9.5976591e-03
 -7.2572573e-01  9.7545505e-03
 -7.2372372e-01  9.8968397e-03
 -7.2172172e-01  1.0024867e-02
 -7.1971972e-01  1.0138974e-02
 -7.1771772e-01  1.0239503e-02
 -7.1571572e-01  1.0326796e-02
 -7.1371371e-01  1.0401197e-02
 -7.1171171e-01  1.0463048e-02
 -7.0970971e-01  1.0512692e-02
 -7.0770771e-01  1.0550470e-02
 -7.0570571e-01  1.0576723e-02
 -7.0370370e-01  1.0591791e-02
 -7.0170170e-01  1.0596012e-02
 -6.9969970e-01  1.0589724e-02
 -6.9769770e-01  1.0573261e-02
 -6.9569570e-01  1.0546957e-02
 -6.9369369e-01  1.0511141e-02
 -6.9169169e-01  1.0466144e-02
 -6.8968969e-01  1.0412289e-02
 -6.8768769e-01  1.0349902e-02
 -6.8568569e-01  1.0279301e-02
 -6.8368368e-01  1.0200805e-02
 -6.8168168e-01  1.0114727e-02
 -6.7967968e-01  1.0021377e-02
 -6.7767768e-01  9.9210627e-03
 -6.7567568e-01  9.8140879e-03
 -6.7367367e-01  9.7007520e-03
 -6.7167167e-01  9.5813508e-03
 -6.6966967e-01  9.4561762e-03
 -6.6766767e-01  9.3255161e-03
 -6.6566567e-01  9.1896540e-03
 -6.6366366e-01  9.0488693e-03
 -6.6166166e-01  8.9034370e-03
 -6.5965966e-01  8.7536276e-03
 -6.5765766e-01  8.5997072e-03
 -6.5565566e-01  8.4419372e-03
 -6.5365365e-01  8.2805747e-03
 -6.5165165e-01  8.1158716e-03
 -6.4964965e-01  7.9480754e-03
 -6.4764765e-01  7.7774287e-03
 -6.4564565e-01  7.6041693e-03
 -6.4364364e-01  7.4285301e-03
 -6.4164164e-01  7.2507392e-03
 -6.3963964e-01  7.0710195e-03
 -6.3763764e-01  6.8895891e-03
 -6.3563564e-01  6.7066613e-03
 -6.3363363e-01  6.5224441e-03
 -6.3163163e-01  6.3371407e-03
 -6.2962963e-01  6.1509491e-03
 -6.2762763e-01  5.9640624e-03
 -6.2562563e-01  5.7766687e-03
 -6.2362362e-01  5.5889510e-03
 -6.2162162e-01  5.4010873e-03
 -6.1961962e-01  5.2132507e-03
 -6.1761762e-01  5.0256092e-03
 -6.1561562e-01  4.8383258e-03
 -6.1361361e-01  4.6515586e-03
 -6.1161161e-01  4.4654608e-03
 -6.0960961e-01  4.2801806e-03
 -6.0760761e-01  4.0958614e-03
 -6.0560561e-01  3.9126416e-03
 -6.0360360e-01  3.7306549e-03
 -6.0160160e-01  3.5500303e-03
 -5.9959960e-01  3.3708919e-03
 -5.9759760e-01  3.1933590e-03
 -5.9559560e-01  3.0175465e-03
 -5.9359359e-01  2.8435644e-03
 -5.9159159e-01  2.6715184e-03
 -5.8958959e-01  2.5015093e-03
 -5.8758759e-01  2.3336338e-03
 -5.8558559e-01  2.1679839e-03
 -5.8358358e-01  2.0046473e-03
